# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
21,3138,0.545563,1.240087,2.118668
32,4735,0.789572,1.319299,1.687211
35,4470,0.796452,1.484076,3.360380
25,3384,0.609790,1.219944,2.709539
35,4470,0.718984,1.289502,1.682534
36,4477,0.757639,1.457640,2.983827
36,4477,0.819663,1.456359,2.201808
37,4579,0.824072,1.658166,3.768261
37,4579,0.815648,1.526471,2.674711
31,3829,0.752695,1.761201,3.795397
31,3829,0.721827,1.402102,2.412001
32,3940,0.763773,1.868845,4.738176
24,3189,0.914436,1.732107,3.321715
39,4720,1.221258,1.870163,2.838979
40,4877,0.966872,2.032750,5.302242
40,4877,1.017715,1.904243,3.675618
40,4877,0.847579,1.733674,2.937460
41,4978,1.041913,2.141214,4.721881
41,4978,1.007462,1.940682,3.540537
41,4978,0.898060,1.780913,2.964535
42,5101,0.976595,2.178009,4.621413
32,4015,0.833233,2.058320,4.094516
43,5189,1.379696,2.466841,4.222704
43,5189,1.039108,2.059232,3.995476
44,5315,1.169421,2.442799,5.766084
29,3784,0.776401,1.841547,4.230992
29,3784,0.742097,1.772378,4.092250
24,3374,0.728592,2.050730,4.859912
28,3766,0.812724,2.007246,4.912993
30,4025,0.789464,1.991651,3.581217
30,4025,0.726648,1.794743,3.348983
27,3741,0.903295,2.739013,6.528249
27,3741,1.045879,2.364041,4.785914
33,4409,0.953464,2.285843,4.029779
31,4220,1.398852,2.689393,3.435409
32,4429,1.688255,3.823222,23.603088
32,4429,1.405575,2.734918,4.785802
32,4429,0.930203,2.285577,3.985541
32,4429,0.812099,2.097260,3.503918
32,4429,0.770909,1.925481,3.217368
29,4233,0.832770,2.030585,5.418024
25,3842,0.850288,1.962302,3.661029
29,4223,0.855560,1.961928,2.957639
24,3737,0.661275,1.718692,2.648858
29,4417,0.893654,2.008141,5.412233
25,3941,0.791744,2.009588,4.100125
25,3941,0.818759,1.945522,3.415090
25,3941,0.681581,1.585920,2.493580
25,3941,0.629034,1.432354,2.146020
18,3242,0.612050,1.560123,4.588621
16,3071,0.556739,1.438606,2.561044
18,3242,1.023402,1.644256,2.290507
14,2930,0.469907,1.062201,1.670021
14,2947,0.503072,1.344033,3.453203
14,2947,0.551190,1.247016,3.308369
14,2947,0.484085,1.070908,2.426986
13,2877,0.430858,0.962359,2.034577
13,2877,0.410413,0.872849,1.713213
14,2953,0.503164,1.385021,3.940313
10,2544,0.619026,1.395905,3.607847
10,2544,0.405026,1.127784,2.854644
10,2544,0.390012,0.963907,2.675542
11,2596,0.461781,1.126908,4.483927
11,2596,0.491212,1.058694,2.723031
11,2596,0.420505,0.909399,2.573162
12,2668,0.491047,1.305760,4.132951
12,2668,0.706852,1.165833,3.802123
12,2668,0.480430,0.943888,3.095603
12,2668,0.447750,0.870701,2.537579
12,2684,0.458976,1.140744,4.874719
12,2684,0.503592,1.080537,4.205053
12,2684,0.478584,1.049410,3.746337
12,2684,0.457042,1.006826,2.783591
13,2841,0.726825,2.124333,6.437173
13,2841,0.944086,1.939652,5.398163
13,2841,0.511845,1.218799,3.217903
14,3052,0.551852,2.045403,5.308703
14,3052,0.818968,2.051785,5.544715
14,3052,0.558481,1.376144,3.326062
12,2730,0.601930,1.865071,5.915516
12,2730,0.631794,1.773127,19.328682
12,2730,0.899170,1.696502,3.367115
13,2887,0.627092,1.868068,5.450527
13,2887,0.636941,1.575566,4.285084
13,2887,0.535987,1.395259,2.945026
14,2988,0.620814,1.740412,5.385614
14,2988,0.612630,1.453809,3.768273
13,2792,0.601898,1.349574,2.914176
14,2988,0.566814,1.516974,2.759494
14,2931,0.600748,1.768382,4.991352
15,3127,1.883062,1.946703,4.349641
14,2931,0.641231,1.427435,3.287691
14,2931,0.526903,1.350608,2.742863
15,3085,0.600073,1.801089,4.407928
15,3085,0.621784,1.569250,3.501874
15,3085,0.880437,1.713450,2.673555
15,3085,0.773375,1.573141,2.233002
16,3159,0.564995,2.054587,4.398866
16,3159,0.594195,1.462171,2.780756
16,3159,0.648861,1.337168,2.759323
17,3267,0.685474,1.776050,4.815679
17,3267,0.661064,1.598018,2.969818
17,3267,0.680800,1.679888,3.199161
18,3269,0.703737,1.860267,3.873503
18,3269,0.626930,1.552682,3.506317
18,3269,0.698217,1.473010,3.110082
18,3269,0.599708,1.290062,2.140932
19,3458,0.687303,1.697521,4.220153
19,3458,13.257663,2.102816,3.186873
19,3458,1.073425,1.674982,2.470289
20,3643,0.684609,1.760003,3.572056
20,3643,0.718832,1.598349,2.962984
20,3643,0.726506,1.412302,2.441658
21,3630,0.653286,1.896858,4.201522
21,3630,0.732183,1.414147,3.304528
22,3621,0.825992,2.013883,3.480282
22,3612,0.858561,1.697075,3.215398
23,3766,0.941149,1.987144,4.105495
23,3717,0.793430,1.619902,3.169922
23,3717,0.810267,1.589171,2.743326
24,3915,0.827692,1.810830,3.705066
24,3915,0.854652,1.765990,3.294795
24,3915,1.043600,1.932087,3.110813
25,4116,1.019789,2.157016,4.218652
25,4110,2.597444,1.926899,3.248506
25,4110,0.877582,1.821043,2.434311
26,4268,1.150482,2.008547,4.279017
26,4267,0.955576,1.958876,3.106642
26,4267,0.895773,1.719723,2.640588
26,4266,0.924860,1.717475,2.049020
27,4404,0.854230,1.761628,3.810417
27,4404,0.985467,1.874981,3.453114
27,4404,0.955510,1.714021,2.667938
27,4404,0.850241,1.977476,2.911245
28,4643,1.044650,1.914041,4.125196
28,4643,1.130235,1.953330,3.084921
28,4643,1.027503,1.772661,2.389257
28,4643,0.824521,1.577138,2.104705
29,4730,0.847854,1.836589,3.779343
29,4730,1.010577,2.244970,2.841359
29,4730,1.079757,1.853073,2.087165
30,4668,1.068944,2.126504,3.802244
30,4668,0.984392,1.904914,2.838887
30,4668,0.990642,1.783466,2.398179
31,4701,0.956067,2.026686,3.896761
31,4701,1.055939,2.424736,3.016498
32,4767,1.965563,3.414584,5.150082
32,4685,0.930475,1.964967,3.118579
33,4762,1.149284,2.038516,4.308695
34,4721,1.005921,1.923622,4.146116
35,4932,1.137091,2.290489,5.482885
36,4945,1.135451,2.223256,3.917026
37,5075,1.153476,2.402930,4.171663
38,5215,1.207075,2.535575,5.816860
39,5322,1.211748,2.835315,6.123471
40,5448,1.362045,3.354615,6.324834
41,5620,1.811309,3.539147,6.252836
42,5713,1.526398,3.231545,6.621582
43,5703,1.580872,3.235480,6.995135
43,5658,1.408805,3.025806,6.153633
43,5658,1.837082,3.103723,5.130058
43,5658,1.794575,3.104276,4.596878
43,5658,1.862945,3.388222,5.364411
43,5658,1.722026,2.927385,4.650646
43,5658,1.529933,2.671171,3.844183
44,5961,1.550029,2.769719,7.311089
44,5946,1.375437,2.687126,4.850533
44,5946,4.181287,3.219463,4.942700
44,5946,1.947141,3.528331,4.921367
44,5946,4.572684,3.315035,4.880910
44,5946,1.366920,2.487311,5.043075
44,5946,1.232151,2.303099,4.050781
44,5946,1.213634,2.258334,4.827623
44,5946,1.138855,2.243877,4.014545
44,5946,1.178656,2.194320,4.119926
45,6280,1.315688,2.730006,7.271198
45,6249,1.268669,2.828135,6.382792
45,6249,2.025702,3.448465,4.529142
45,6249,1.800827,3.265964,5.917659
45,6249,2.146673,3.793573,4.728653
45,6249,1.940270,3.442544,4.986042
45,6249,1.385763,2.870087,4.299374
45,6249,1.232381,2.608150,4.889965
45,6249,1.170718,2.528926,4.294764
45,6249,1.128481,2.444936,3.992880
45,6249,1.156538,2.399750,3.853830
46,6512,2.369357,3.249560,5.415868
46,6506,1.781463,3.592269,6.185558
46,6506,1.276979,2.736393,5.729939
46,6506,1.707552,2.726695,5.007295
46,6506,2.044936,3.186999,4.290255
46,6506,1.840520,2.924341,3.697065
46,6506,1.147115,2.223148,2.933258
47,6692,20.167699,3.440699,5.602136
47,6688,1.809780,3.242509,4.485353
46,6478,1.270545,2.511523,3.264431
46,6478,1.754527,2.696545,3.040033
47,6688,1.491806,2.589352,2.290658
48,7067,1.785610,3.142051,3.974101
48,6694,2.833211,2.670246,3.360346
48,6694,1.839663,3.084224,3.161355
48,6694,1.892433,2.785427,2.636114
49,7115,1.809806,2.916213,3.420094
49,6741,1.517731,2.579641,3.386664
49,6733,1.654230,2.336244,2.418258
50,6874,3.701277,2.615244,3.909074
48,6465,1.170837,2.122575,3.553550
49,6641,1.704526,2.572593,2.373536
47,6464,1.607473,2.531886,2.276216
50,6989,1.759809,2.784722,3.386377
51,6848,1.382640,2.257810,2.679674
52,6956,1.686393,2.723623,4.358727
51,6727,1.434596,2.424612,3.308316
51,6727,1.965966,3.036646,2.732682
52,6749,2.526199,3.863364,5.196837
52,6779,1.359265,2.449707,2.849565
53,6915,1.797172,2.862607,3.324308
53,6875,1.417874,2.222961,2.975040
54,6948,1.701014,2.607033,4.193568
54,6854,1.461310,2.458537,3.140569
55,7071,1.939169,2.986359,4.727739
55,7018,1.463909,2.340703,3.660579
55,7018,1.881016,3.009549,2.979474
54,6842,1.748547,2.561721,2.195715
55,7233,1.850621,2.965892,3.208490
55,7009,1.343106,2.514873,2.836112
55,7009,1.847550,2.747658,2.400441
56,7320,2.303593,3.237781,3.030931
56,7103,1.736072,2.825344,2.488774
56,7097,1.857316,2.710725,2.340927
45,5704,1.551706,2.262341,3.858279
49,6409,1.170630,2.248225,2.570366
39,5274,1.250472,2.351658,2.479323
39,5490,1.276888,2.202141,2.315243
36,4623,0.860468,1.822924,2.128108
34,4357,1.058146,1.718415,1.990552
40,5372,1.384498,2.292302,2.919986
40,5346,1.010195,1.888353,2.559337
40,5346,1.293397,2.116637,1.625185
41,5412,1.340156,2.113774,2.661151
41,5405,1.032256,1.803752,2.311353
41,5469,1.215804,2.146660,3.732446
41,5455,1.059397,1.805060,2.166816
34,4683,1.578872,2.578748,3.383736
34,4554,1.415721,2.688767,3.081811
44,5691,1.278256,2.285116,3.546151
43,5679,2.143883,2.078580,2.577662
53,6895,2.220657,2.346327,2.867448
30,4262,0.895978,1.749097,3.578536
28,4106,0.889749,1.736008,2.631405
36,4846,3.343086,1.873071,2.250728
39,5488,1.365754,1.735561,1.917583
37,4910,0.897449,1.788487,3.420804
29,4170,0.887998,1.734019,2.670945
34,5369,1.034954,1.973865,2.079310
37,4910,0.828477,1.651217,2.030374
37,5046,1.187709,2.337316,3.543601
57,6995,1.524608,2.429501,2.765790
57,6995,1.331807,2.259575,2.312296
57,6995,1.156163,1.966994,2.002902
25,3582,0.701828,1.815612,4.322642
21,3471,0.586748,1.532192,2.944140
25,3582,0.628140,1.419965,2.174612
21,3471,0.536191,1.278437,1.909969
26,3708,0.668182,1.687710,3.823611
15,2418,0.567874,1.513116,2.766858
15,2418,0.475813,1.291938,2.657547
13,2155,0.376323,1.110396,1.861317
14,2243,0.460033,1.508816,3.639252
16,2506,0.487718,1.310340,2.850516
14,2243,0.410176,1.175078,2.465869
16,2506,0.436219,1.111530,2.231800
15,2351,0.421678,1.240159,4.029798
16,2453,0.527965,1.337956,3.022461
16,2453,0.551886,1.313894,2.577332
17,2613,0.479293,1.189249,2.149445
16,2417,0.478980,1.402691,2.943801
16,2417,0.540727,1.307860,2.502083
16,2417,0.421020,1.064675,2.260784
17,2494,0.522861,1.374848,3.132953
17,2494,0.546964,1.352433,3.178326
17,2494,0.443755,1.188672,1.836708
18,2622,1.173501,1.725728,3.748476
18,2609,0.546700,1.425361,2.233003
18,2609,0.540340,1.289434,2.238924
18,2680,0.585850,1.495428,3.589163
16,2457,0.505084,1.395513,2.233572
19,2771,0.525770,1.220377,1.521382
20,2836,0.580405,1.313345,3.083689
20,2836,0.610261,1.243613,1.991515
24,3255,0.735692,1.506449,1.997465
21,2927,0.649754,1.569057,3.871848
21,2916,0.666972,1.375189,2.567866
21,2916,0.929133,1.833553,1.604534
22,2990,1.016942,2.488444,3.437529
22,2990,0.836364,1.605031,2.175370
23,3126,1.083483,2.361687,4.052230
23,3112,1.012374,1.879328,2.813491
23,3112,0.737567,1.872208,1.912425
24,3347,1.576935,3.505562,4.919779
24,3347,0.913761,2.733616,2.622997
24,3347,1.806089,1.727874,1.463460
25,3365,1.140643,2.189793,2.946910
25,3365,0.901084,1.652499,1.471805
26,3312,1.102080,2.082200,2.415067
23,3092,0.962038,1.590164,1.388436
24,3215,1.142653,2.294428,3.143154
24,3203,0.992117,1.623087,2.093339
25,3257,1.124916,2.444846,4.191322
26,3263,0.962517,1.635868,2.143291
26,3137,1.147350,3.004654,3.649694
27,3244,1.053366,1.747745,2.171936
28,3316,1.396079,3.406721,3.945038
28,3316,0.832655,1.543423,1.706240
29,3431,0.706899,1.616053,2.837742
28,3425,0.725619,1.542909,2.229509
30,3556,0.734432,1.740818,3.437132
30,3556,1.240172,2.000595,1.967840
31,3607,1.370894,2.549841,2.982983
31,2959,1.059594,1.849718,2.827932
32,3075,1.324932,2.610515,4.116910
30,2913,1.006128,1.456682,2.261382
31,3141,0.959924,1.544672,3.774162
31,3141,0.797701,1.391547,2.582781
33,3303,0.724164,1.167130,1.999979
31,3254,0.721025,1.546518,3.329326
34,3524,0.846747,1.445661,2.617809
34,3524,0.683271,1.193731,1.622030
35,3644,0.782959,1.558644,2.771543
33,3482,0.887907,1.473435,1.768088
34,3578,0.796820,1.497316,3.482492
33,3470,0.761345,1.467354,2.863306
37,3847,0.735402,1.348983,1.974532
38,3916,0.755477,1.542065,2.900363
38,3916,0.966762,1.600552,1.973269
39,3908,21.119654,1.704497,3.082277
39,3908,1.237239,1.632903,2.837317
36,3610,0.790839,1.554599,4.401974
36,3610,0.874210,1.447218,3.028805
36,3658,1.229380,1.891971,4.757308
37,3743,1.927622,1.733309,3.886646
34,3447,0.815988,1.440317,3.519276
35,3730,0.914098,1.838089,6.386953
35,3709,0.835498,1.610628,4.487609
35,3709,0.964660,1.947563,4.424063
30,3244,1.057850,1.721725,3.950843
26,3241,0.810354,1.846723,8.197272
31,3645,0.805776,1.885397,5.717254
31,3645,0.882016,1.945723,6.207680
31,3645,0.745321,2.184575,6.276020
26,3202,0.691664,1.548283,5.111250
26,3202,15.855141,1.604777,4.534938
31,3645,1.238885,1.698572,4.845079
21,3482,0.807441,1.898965,6.883723
17,2977,0.827455,1.899135,7.755378
20,3319,0.700672,1.983340,6.752828
18,3035,0.608061,1.684638,5.386334
18,3035,0.986233,2.094063,4.482027
15,2922,0.553863,1.522540,4.206502
15,2922,0.510842,1.496610,3.705968
14,3097,0.606507,1.737244,5.622319
14,3097,0.612885,1.743072,5.368546
14,3097,0.587358,1.729431,3.925457
14,3097,0.508967,1.378356,3.588951
12,2965,0.443490,1.310400,2.777083
14,2988,0.497957,1.286895,5.242073
13,2911,0.582586,1.289896,4.495585
11,2718,0.485262,1.305566,3.598577
12,2815,0.440028,1.140928,3.314610
12,2815,0.462407,1.382789,2.952729
12,2663,0.519242,1.270918,4.785240
11,2592,0.539098,1.177428,4.417642
12,2663,0.468475,1.124419,2.897466
12,2663,0.406104,1.036156,2.344139
7,2320,0.316987,0.901868,2.258014
8,2459,0.387303,1.311108,4.356003
9,2489,0.444855,1.194355,3.411158
9,2443,0.479867,1.362077,3.485536
10,2525,0.570493,1.357398,5.408007
46,7206,2.061437,4.300367,6.008053
47,7339,2.113839,3.768095,5.858484
47,7339,1.736658,3.363561,5.352946
43,6867,4.254445,3.016763,5.582988
45,7132,21.134728,5.097994,6.086691
45,7132,1.949916,4.652857,6.286836
44,6999,1.700605,4.472252,6.319631
45,7132,1.759831,3.620009,5.622361
43,6894,2.030847,3.753226,4.420627
43,6894,2.564161,3.329575,4.009912
44,7027,1.505969,3.011254,4.369387
44,7027,1.330158,2.642861,3.916170
46,7425,1.655902,3.094728,5.088400
46,7376,1.559882,2.901903,4.910547
46,7376,2.403110,3.712286,5.156646
45,7093,2.198166,3.578750,3.718893
43,6772,2.063099,3.620499,3.485571
43,6772,1.418884,2.555993,2.540992
45,7440,1.743558,3.233301,5.304398
44,7129,1.495264,2.780895,3.995802
43,6955,2.577280,2.881948,3.677938
43,6955,2.241672,3.320853,3.156539
43,6955,1.336170,2.473624,2.401123
44,7079,1.324049,2.785294,4.452799
44,7070,1.682962,2.802346,3.284492
44,7070,1.611443,2.599116,2.613263
43,6937,1.519530,2.445377,2.195303
44,6957,1.444175,2.606628,3.524475
43,6814,1.874345,3.306411,2.766880
44,6946,2.381629,3.106126,2.242040
44,7096,3.546806,2.885726,2.771914
44,6840,2.365636,4.142769,3.155695
45,6854,1.958012,3.764245,4.280294
46,6974,1.857402,3.022342,2.836117
46,7079,1.760720,3.766370,4.453371
46,6932,2.083589,4.988848,4.846678
48,7300,1.900821,4.201246,4.848067
47,7124,2.591074,4.566150,3.947368
47,7124,1.325647,2.907419,3.790788
50,7792,1.942668,4.400030,4.657593
50,7557,2.351983,5.519703,4.927910
50,7557,1.615204,2.820886,2.491594
51,7793,1.920203,3.499322,3.875108
51,7718,2.200442,5.217821,4.308198
51,7718,1.867550,3.623751,2.624667
52,8119,2.459256,4.600986,4.196767
52,7793,2.205563,4.965818,4.356005
52,7793,1.598984,2.658402,2.391899
53,8094,1.982592,3.478947,4.462214
51,7759,2.979980,4.383229,4.096913
53,8024,1.545949,2.716406,2.534936
53,8024,1.827610,2.345349,1.870355
54,8515,1.952614,3.327315,3.206182
54,8178,1.389409,2.693879,3.124755
54,8178,1.818738,2.928714,2.675130
55,8231,2.119610,3.122263,4.329233
55,8273,1.398076,2.703244,3.539660
55,8273,1.968091,2.879394,2.163798
56,8701,2.108249,3.568281,4.389788
56,8329,1.395286,2.742365,3.313999
56,8329,1.974232,3.067146,2.684655
55,8277,1.955686,3.231369,4.876027
55,8244,1.380290,2.630789,3.610781
56,8256,2.115566,3.106506,2.885991
57,8509,2.074057,3.176060,2.577900
58,8775,2.321589,4.140969,6.224632
57,8620,2.906481,4.365455,4.518945
58,8753,1.982163,3.176450,2.889714
58,8753,2.593884,3.554999,2.664941
58,8753,1.850331,2.886639,1.788354
59,8933,1.570246,2.758517,2.942573
59,8923,1.433963,2.629748,2.839175
58,8790,1.838069,2.907357,1.948175
59,8885,2.037624,3.357258,4.467774
59,8821,1.448680,2.596793,4.112437
58,8689,1.534271,2.812447,2.857447
58,8688,2.685134,3.335029,2.154523
60,8775,1.657089,2.594002,4.281593
61,8908,1.811952,2.776195,3.253069
61,8908,1.739116,2.611027,2.659456
61,8908,1.320866,2.082551,2.128463
62,9112,1.510797,2.538516,3.858309
60,8847,1.786346,2.687858,2.943240
60,8847,1.734407,2.511402,2.430251
61,8969,1.530616,2.557837,4.409468
61,8969,1.797529,2.738912,3.230296
62,9101,1.774798,2.730138,2.617084
63,9228,1.609342,2.851092,4.611931
59,8641,1.864855,2.948656,3.494014
62,9096,1.957668,3.069313,3.559729
59,8641,1.598731,2.534566,2.827141
64,9361,2.587274,2.506290,2.279544
64,9370,1.538529,2.487070,4.275308
64,9370,2.058285,2.800397,3.617856
60,8783,1.707706,2.613530,2.739350
64,9370,1.401638,2.304908,2.025285
63,8976,1.518631,2.466482,3.393404
65,9361,4.724588,2.579317,3.467206
64,9229,1.999200,2.728986,2.343682
62,8782,1.538785,2.461588,3.933143
65,9237,5.750566,2.880072,3.138237
67,9532,2.165654,3.454742,5.199123
63,8824,1.937213,2.693542,3.378055
63,8824,1.680858,2.496067,2.869189
64,8983,2.943852,3.002190,3.874770
69,9689,2.083121,2.887561,3.737087
64,8969,1.792478,2.633354,2.841798
68,9509,1.886249,2.978250,4.799342
70,9774,1.998156,3.025821,3.018452
68,9509,1.816361,2.806875,2.730049
69,9644,2.403830,2.901291,4.807656
69,9644,2.084527,3.117575,3.468898
70,9776,1.881006,2.960134,3.052540
71,9909,1.780473,2.680654,2.744633
71,9872,1.623710,2.935579,4.593435
69,9607,2.818986,3.134770,4.398414
70,9860,2.048445,3.115947,3.078734
71,9872,1.546126,2.616008,2.356961
71,9993,1.644370,2.962713,5.006823
72,10246,2.070622,3.239345,3.802282
71,10114,1.900645,2.896960,2.311617
53,7726,1.347190,2.582528,4.120884
72,10244,2.210957,3.254232,2.878600
72,10244,2.058423,2.984131,2.457860
72,10244,1.495980,2.375742,1.977686
62,8742,1.509673,2.541063,3.957906
73,10276,2.206202,3.178293,3.679025
72,10023,1.829514,2.764176,2.928141
72,10023,1.518662,2.354657,2.696371
72,10023,1.453998,2.167273,2.203086
36,6229,0.993618,1.996138,4.723180
51,7114,1.467644,2.330677,3.352212
73,10091,2.059479,2.994676,2.453497
74,10097,1.794272,2.937888,3.709241
74,10097,2.272355,3.202308,2.632682
75,10135,5.147281,3.529258,5.188610
75,10109,4.059358,3.282683,3.209749
77,10432,2.433161,3.576143,4.486929
77,10242,2.009598,3.299320,4.748285
78,10370,3.891855,3.373942,5.146459
79,10502,2.018887,3.399723,6.410173
37,5138,1.395386,2.400985,5.049043
42,6293,1.622868,3.084369,6.356994
80,10604,2.392118,3.430880,5.105264
46,6314,2.921723,2.698342,4.124181
49,7168,2.368320,3.146877,5.408048
81,10832,2.487950,73.237903,5.203903
81,10832,2.616024,4.110823,3.969360
81,10832,2.569358,3.979812,4.360841
81,10832,2.303501,3.708429,3.651693
81,10832,1.978898,3.361115,3.338069
81,10920,2.445820,3.650703,5.821387
81,10915,2.678801,4.272878,5.309796
81,10915,2.305752,3.895993,3.761449
81,10915,2.258056,3.828752,3.359297
44,7074,1.179429,2.587077,2.725423
81,10927,1.931746,3.444740,4.441418
81,10927,2.453603,3.836659,3.631376
44,7244,1.486948,2.793796,3.399866
45,6767,1.203101,2.257277,2.843238
41,5941,1.004892,1.868767,2.436558
81,11075,18.964849,3.941153,5.028072
81,11075,2.522216,3.658031,3.451708
81,11075,2.356919,3.395148,3.323165
42,6089,1.290241,2.180520,2.570511
46,6915,1.126626,1.937409,2.353747
81,11180,2.148796,3.317762,5.829871
43,6291,1.585364,2.592501,3.503195
37,6412,1.261283,2.449362,2.693194
81,11277,2.115517,3.281956,2.347543
47,7597,1.152390,2.123088,2.085677
44,6913,1.366745,2.561765,4.806156
47,7718,2.312695,2.881393,3.893966
81,11446,4.382932,3.651860,2.684194
81,11446,5.111114,3.558373,2.122274
81,11464,1.858579,3.455345,4.442899
81,11464,2.558266,3.789145,2.933744
81,11464,2.357638,3.431035,2.456555
81,11361,2.400682,3.607818,3.888431
81,11357,2.115495,2.931640,3.274223
46,7101,1.792951,2.296034,2.592068
81,11357,5.501454,3.611537,2.042267
81,11266,1.864105,2.945538,4.509451
55,7768,1.397518,2.151364,3.144297
55,7768,2.002296,2.897492,2.632429
55,7768,1.534026,2.498055,2.016469
56,7913,1.438086,2.805506,2.861764
56,7913,1.766918,2.679268,3.177852
56,7913,1.618323,2.498475,2.197992
57,8030,2.068766,2.640099,4.543879
57,8019,1.804510,2.765062,2.869339
57,8019,1.655177,2.466063,2.403299
48,6683,1.577595,2.484690,4.729567
72,10606,2.150393,2.975759,2.800207
48,6653,1.406059,2.321108,2.512047
45,6473,1.509818,2.490171,3.898990
69,10337,1.937133,3.227902,3.464232
69,10337,2.456347,3.617828,2.418063
45,6674,1.463652,2.735276,4.457551
49,6677,1.312355,2.378747,3.421145
49,6677,1.416346,2.291335,2.929157
85,11568,2.289412,3.242177,2.224253
86,11683,2.042363,3.360903,4.756934
32,4822,0.985388,1.983922,3.559850
35,5073,1.030737,2.050973,3.029888
32,5105,0.911463,1.809445,2.210568
47,6962,1.323772,2.438983,3.872935
47,6953,4.367777,2.620381,3.684148
30,4657,1.365398,1.943110,3.292618
29,4553,0.804161,1.562244,2.537641
30,4683,0.877740,1.832997,4.023755
30,4681,0.935207,1.744224,2.891251
30,4681,1.216705,1.775566,2.991786
88,12044,2.592936,3.262422,2.066419
49,7165,1.262698,2.448445,4.165994
50,7156,1.743722,2.577365,3.342891
35,5539,1.007154,1.956806,2.552241
90,12198,2.369384,3.691197,4.920296
90,12198,2.427906,3.602219,3.729826
90,12198,1.969628,3.001757,3.430155
36,5620,0.875071,1.661206,2.809136
90,12198,1.739237,2.616369,2.374364
91,12384,3.619669,3.315265,4.564510
91,12384,2.469459,3.696325,5.545660
43,6025,1.236467,2.147002,3.519061
91,12384,2.178783,3.204681,3.225436
91,12384,1.990908,2.808090,2.519821
92,12566,1.975402,3.290168,5.085692
92,12566,2.446725,3.796650,4.445017
49,6829,1.463389,2.786935,4.560453
38,5988,1.045834,2.135875,3.218385
33,5077,0.819896,1.767738,2.709228
38,5988,0.885167,1.798873,2.287803
50,6942,1.293093,2.356296,5.191608
50,6933,1.413875,2.422491,3.922266
50,6933,4.044191,2.367216,3.756676
50,6933,1.099093,2.046180,3.366473
93,12670,7.807534,3.377282,2.705639
93,12670,1.854211,2.815336,2.079664
35,5413,0.905726,1.966321,5.456907
51,7165,1.404484,2.299405,4.224935
94,12902,2.717175,3.820912,4.256570
94,12902,2.492676,3.592476,2.882996
45,6657,1.105089,1.973666,2.628485
25,4494,0.708203,1.471082,2.434810
13,2769,0.418808,1.049373,2.011302
14,3001,0.534777,1.265647,3.778286
14,3001,0.598592,1.277516,4.002958
14,3001,0.493897,1.243683,3.081088
14,3001,0.458890,1.107268,2.421965
14,3001,0.505925,0.948352,2.042880
14,3001,0.420154,0.866895,1.372801
15,2953,0.502531,0.942408,3.300067
15,2953,0.579884,1.191231,2.652171
13,2736,0.789490,1.154157,2.363119
9,2210,0.322156,0.792455,1.898128
10,2300,0.458570,1.333131,4.447403
10,2300,0.521865,1.021637,3.893705
6,1934,0.295491,0.917100,2.657285
6,1934,0.278946,0.763195,2.344358
6,1934,0.263596,0.729316,2.377279
7,2053,0.336246,1.052086,3.431778
7,2053,0.358878,0.989958,3.681869
7,2053,0.313088,1.059180,2.924389
7,2053,0.298574,1.045411,2.237950
8,2091,0.447930,1.224706,3.954972
8,2091,0.424330,1.290831,3.906611
8,2091,0.362562,1.208632,3.094693
8,2091,0.326648,1.134488,2.495234
9,2160,0.381750,1.393967,3.645976
9,2160,0.430053,1.091522,3.058209
9,2160,0.345559,1.073467,2.514150
10,2287,0.457557,1.259163,3.600818
10,2287,0.432315,1.234870,3.602992
10,2287,0.382446,1.243910,2.480236
10,2287,0.371535,1.271774,2.738857
11,2452,0.457817,1.334085,4.771525
11,2452,0.503779,1.394581,3.818897
11,2452,0.409887,1.347368,3.006934
11,2452,0.397461,1.277058,2.700378
12,2618,0.484927,1.316102,4.156798
12,2618,0.489829,1.405181,3.860968
12,2618,0.452251,1.331894,2.909489
12,2618,0.421968,1.274201,2.417772
12,2618,0.407448,1.255455,1.773633
12,2548,0.528140,1.436588,4.374378
12,2548,0.581777,1.690059,3.372565
11,2352,0.420512,1.307186,2.203493
11,2268,0.415440,1.647161,3.512118
11,2268,0.502005,1.338345,3.020646
12,2257,0.482442,1.362942,4.562069
12,2257,0.532095,1.281797,2.574367
12,2257,0.436310,1.081445,2.002483
13,2363,0.493001,1.215475,3.631722
13,2363,0.523193,1.168821,3.168842
13,2363,0.437912,1.018821,2.036468
14,2542,0.589430,1.616169,4.387258
14,2542,0.665336,1.210873,3.177049
14,2542,0.505786,0.975032,2.179677
15,2637,0.583486,1.229534,3.987540
15,2637,0.598774,1.222301,2.638795
15,2637,0.521260,1.253933,2.469138
16,2774,0.532502,1.611499,4.392967
16,2774,1.491940,1.604057,2.718931
16,2772,1.182444,1.389848,2.336456
17,2861,0.584747,1.478479,3.781146
17,2861,0.548863,1.360622,2.470286
18,2789,0.614173,1.409262,3.156187
18,2789,0.595832,1.159931,1.909054
19,2846,0.665679,1.398839,3.693030
19,2831,0.604977,1.222691,2.619343
20,3021,0.720360,1.587470,3.950174
20,3007,0.616718,1.415846,3.080459
20,3007,0.661524,1.397899,2.552859
21,3247,0.663615,1.726428,4.622285
21,3247,0.715796,1.702117,2.891743
21,3247,0.707513,1.568564,2.988473
21,3247,0.589593,1.402001,2.639995
