# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
34,3439,1.052899,2.330750,4.628457
34,3423,0.935665,2.151348,2.912471
34,3507,1.064425,2.314864,4.495183
34,3497,0.922019,2.048519,2.980254
34,3497,0.967948,1.925719,2.211483
35,3667,88.905593,2.648058,3.708752
27,3407,0.882384,2.066676,2.132413
28,3432,0.706279,1.620615,3.302500
28,3432,0.751664,1.337314,1.461744
27,3334,0.669552,1.460611,2.717458
27,3334,0.740937,1.343369,1.832797
28,3432,0.725702,1.464130,3.174336
34,3662,0.835140,1.351930,2.290970
34,3662,0.701241,1.130308,1.683197
21,2800,0.598705,1.386782,3.376689
28,3432,1.825743,1.282077,2.252396
29,3569,1.147060,2.582901,4.582400
21,2817,0.621802,1.253673,2.587678
21,2817,0.575334,1.086928,2.204975
26,3322,0.720237,1.540766,3.579853
26,3322,0.676410,1.334805,2.722957
27,3418,0.764526,1.609051,3.766816
23,3031,0.887557,1.681865,2.781660
23,3031,0.640524,1.244435,1.893093
23,3057,0.595347,1.377568,3.445249
23,3057,0.656399,1.386894,1.913168
25,3147,0.604222,1.397918,2.753186
26,3255,0.676500,1.350645,2.090913
27,3263,0.707490,1.685325,3.647523
24,2958,1.028818,2.096836,3.038462
27,3261,0.894675,1.644897,3.747811
27,3261,0.703590,1.397547,2.233198
28,3387,0.811127,1.750159,3.743787
28,3378,0.776481,1.898610,4.188638
29,3474,0.817218,1.806792,4.103962
30,3627,0.837074,2.018064,4.234968
30,3627,0.811597,2.094848,3.074994
32,4025,1.152808,2.618584,3.266419
34,4032,0.903181,2.270731,4.119814
34,4032,0.887694,1.963858,3.024758
30,3722,0.842805,2.142415,4.079012
34,3984,0.909586,1.819552,2.896773
53,5220,1.244759,2.043428,2.279021
31,3876,0.917634,2.019039,4.910903
31,3869,0.891042,2.329900,3.111240
31,3869,0.999941,2.414688,2.926603
34,4291,1.085384,2.274149,4.429097
33,4180,1.002543,1.947105,3.145332
34,4288,1.011428,2.336040,3.642589
33,4161,0.983900,1.882190,2.799762
34,4253,0.975165,2.107806,3.354669
34,4182,0.948575,1.830751,2.526356
35,4300,1.055008,2.163903,3.841207
35,4265,0.987227,1.756456,2.606259
36,4417,1.013872,2.072055,4.170780
36,4315,0.989654,1.770076,1.990587
37,4401,1.045393,2.043739,3.206747
37,4344,0.903912,1.709792,2.375269
36,4334,1.006046,1.995010,3.082557
36,4306,0.884167,2.018737,3.527893
37,4292,1.053828,1.793135,2.658120
38,4486,1.148920,2.082205,3.593709
38,4466,1.011510,1.816140,2.427939
40,4606,1.075587,2.127056,2.319248
39,4798,1.099815,2.569479,4.450231
38,4718,1.126028,1.915765,2.818253
39,4718,2.806073,1.898788,1.732490
37,4995,1.130548,2.190796,3.399489
41,5037,1.134848,1.808560,2.655673
37,4891,0.999021,1.689469,1.970096
39,5046,1.099328,2.047163,3.102432
41,5059,1.115033,1.893694,2.402006
43,5199,1.259112,1.968437,2.000965
41,5096,1.166624,2.211403,3.596326
43,5172,1.136378,1.928264,2.107730
41,5071,1.501427,1.779255,1.970199
42,5152,1.148228,2.159563,3.158531
42,5144,0.914548,1.678440,1.944564
46,4818,1.147145,2.067822,3.612162
43,4608,0.960285,1.511700,2.141907
43,4608,0.959876,1.922681,1.937782
42,4815,1.154339,1.804353,2.904236
42,4801,1.029849,1.702176,2.307547
45,4903,1.164673,2.055090,3.019917
45,4884,0.974965,1.727571,2.401392
46,4994,1.136308,2.021613,3.480378
44,4911,1.010936,1.753202,2.293046
45,5136,1.172496,2.190948,2.761276
45,5102,31.409986,2.288668,2.237171
48,5157,1.502564,2.583573,3.442524
46,5085,1.105846,1.719138,2.007716
39,4699,1.078481,1.790688,3.864555
39,4627,1.032383,1.719118,2.173295
47,5414,1.303725,2.244010,3.428048
50,5373,1.136143,1.795523,2.218860
51,5523,1.268070,2.185558,3.294465
48,5175,1.162045,1.867011,2.373937
48,5462,1.067361,1.750561,2.053672
50,5600,1.222913,2.127480,2.636715
49,5245,1.233072,2.010229,1.994537
50,5352,1.232490,2.172046,3.525862
50,5283,1.115207,1.938581,2.124956
53,5539,1.398628,2.300709,3.282410
51,5656,1.169077,2.362646,2.117493
52,5380,1.262592,1.987375,3.035732
52,5363,1.128478,1.761866,2.047933
53,5449,1.302325,2.144676,3.031162
53,5441,1.222187,2.017191,2.239289
54,5548,1.450185,2.397291,2.334235
55,5495,1.138861,2.014969,2.605500
56,5520,1.151469,2.058751,3.222673
56,5520,1.286309,1.954807,2.051358
44,4535,1.148236,2.108775,2.959744
43,4434,0.986749,1.760750,2.032431
41,4538,1.080660,2.018458,3.154866
36,4197,0.898500,1.681178,2.031450
40,4510,1.079269,1.865640,3.309097
43,4531,1.223485,2.185204,2.517747
44,4736,1.269743,2.204402,3.070661
44,4709,0.988670,1.606356,1.871182
30,3924,0.851156,1.673926,2.827316
61,6321,1.459399,2.039563,1.994800
40,4958,1.122744,1.927214,3.105834
50,5321,1.119978,1.789547,1.927824
51,5378,1.309262,2.084521,2.879366
44,5169,1.062891,1.803171,1.841212
46,5228,1.218821,2.086101,2.826227
45,5219,1.098882,1.818087,1.911305
53,5634,1.488938,2.305136,3.277632
51,5507,1.132525,1.750403,1.649274
39,4866,1.099083,2.036557,3.189767
55,5690,1.259916,2.157926,2.059441
56,5742,1.347819,2.174867,2.556127
44,5278,1.028411,1.679443,1.904710
49,5747,1.260482,2.118780,3.833841
40,4881,1.010237,1.703999,2.297472
33,4633,1.051186,1.769331,1.981107
50,5831,4.279417,2.431900,4.023201
42,5178,1.125612,1.815638,2.435513
43,5300,1.133566,2.014483,2.965997
36,4173,1.668456,1.618152,1.964924
37,4325,1.027336,1.880742,3.743372
44,5421,1.374188,1.858705,2.368424
44,5421,1.025181,1.669925,1.849555
32,3922,0.847296,1.619087,3.066279
59,6156,1.746830,2.308894,1.878817
60,6189,1.430847,2.304721,3.088316
60,6183,1.364486,1.943471,1.941444
33,3865,0.862682,1.668614,2.720603
33,3857,0.852270,1.996583,2.162317
34,4012,0.922032,1.772937,3.033858
34,4000,0.850561,2.029326,2.175055
35,4193,0.939663,1.908121,3.408018
35,4154,0.848536,1.588884,1.944660
63,6483,1.603970,2.141128,2.016810
32,3858,0.789874,1.618865,3.355729
64,6577,1.584161,2.098136,2.627655
36,4248,0.782273,1.316233,1.813202
31,3785,0.737731,1.629690,3.427752
36,4362,0.913300,1.642417,1.691284
38,4417,1.103359,2.021698,3.052619
37,4417,1.000382,2.087669,1.932128
37,4443,0.960778,1.699925,2.550475
38,4457,0.894499,1.830651,1.959778
39,4483,0.964681,1.685881,2.469618
35,4002,0.822138,1.466381,1.990472
28,3392,0.751394,1.563195,2.541079
28,3384,0.691047,1.355927,2.047930
33,3812,0.887417,1.665176,2.561492
32,3982,0.790448,1.479333,1.966993
33,4035,0.888991,2.261025,2.620168
34,3805,0.922243,1.655114,1.858319
31,3611,0.871892,1.524861,2.618281
33,3752,0.776005,1.357272,2.416529
26,3255,0.636325,1.145510,1.489733
32,3863,0.779548,1.560334,3.426077
25,3212,0.758097,1.579571,2.356432
25,3212,0.623877,1.310701,1.806114
33,3977,0.908281,2.449722,3.547938
33,3977,0.967115,2.195873,2.104287
27,3337,0.702981,1.633765,2.859592
27,3337,0.701673,1.339644,1.905071
27,3337,0.683197,1.176039,1.227921
27,3308,0.600140,1.175378,2.357550
33,3948,0.832193,1.409852,1.679315
32,3749,0.660265,1.185267,1.320932
33,3768,0.965050,2.022899,3.029665
24,2967,0.542976,1.181645,1.725804
29,3326,0.740542,1.735530,2.809158
29,3326,0.913268,1.729371,1.899160
30,3376,0.709034,1.351480,2.646781
30,3376,0.663622,1.186547,1.892289
31,3389,0.719801,1.241533,2.583176
31,3389,0.653125,1.255969,1.925037
25,2838,0.506163,1.111404,1.657266
18,2138,0.409262,1.023340,2.551710
26,2906,0.593807,1.142093,2.052816
26,2906,0.529388,1.081786,1.678358
27,3041,0.563604,1.179093,2.342344
27,3041,0.603164,1.187291,1.794709
16,2015,0.402432,1.327923,1.742186
15,2006,0.465462,1.552885,3.182459
20,2446,0.568996,1.205828,2.084197
20,2446,0.531188,1.516557,1.881857
21,2479,0.644859,1.243089,2.226573
15,2097,0.361600,1.090645,1.848996
15,1946,0.326040,0.940440,1.441476
13,1686,0.316737,0.969615,2.476586
15,1860,0.400434,0.903817,2.002908
12,1599,0.280218,0.837005,1.279153
14,1831,0.492465,1.298250,3.049866
13,1744,0.441078,1.051843,2.304328
13,1744,0.551948,1.005969,1.708393
16,2017,0.395097,1.092602,2.546467
16,2172,0.430704,0.981282,2.305780
14,1787,0.355523,0.957451,2.898267
14,1787,0.739869,0.956344,2.411211
14,1787,0.364248,0.911161,2.147413
15,1907,0.511306,1.614066,5.530520
13,1738,0.372321,0.994161,2.653012
13,1738,0.503700,1.033436,2.366706
14,1887,0.428903,1.317807,3.819008
14,1887,0.485562,1.031115,3.094172
14,1887,0.374748,1.000845,2.425256
12,1876,0.420376,1.264543,3.397625
14,2020,0.461134,1.247900,3.222056
14,2020,0.397482,1.193861,2.550267
15,2184,0.444939,1.651454,3.758272
15,2184,0.515587,1.443575,3.083503
15,2184,0.410699,1.358232,2.580262
16,2413,0.700224,1.882817,4.928559
17,2458,0.631872,1.548404,3.338349
17,2457,0.536988,1.535241,3.238158
17,2592,0.655679,1.778399,5.050048
15,2448,1.190861,1.652556,4.341111
17,2592,0.655413,1.598662,3.736297
19,2730,0.601281,1.880966,4.763730
19,2730,0.612926,1.721347,4.128397
15,2449,1.015444,1.607339,3.151026
17,2745,0.759161,2.314150,5.339496
19,2796,0.704896,1.873202,4.409047
19,2796,0.694527,1.669768,3.640418
19,2796,0.614931,1.597127,3.576928
20,2842,0.673582,1.825240,5.198185
17,2619,0.664359,1.660294,5.790451
17,2619,0.611222,1.599383,4.288160
18,2698,0.554587,1.555663,4.207545
18,2698,0.575677,1.534763,3.952950
19,2934,0.867707,2.254291,6.163296
19,2916,0.744827,1.894059,4.794138
19,2916,0.679486,1.830589,4.768665
18,2837,0.625469,1.697835,4.100931
19,2916,0.614026,1.652085,4.075500
19,2916,0.578211,1.562690,3.722165
19,2916,0.572597,1.550176,3.164339
20,3236,24.936974,2.270957,6.487282
20,3227,0.906389,2.288842,5.352179
18,3058,0.656560,1.904084,4.733450
18,3058,0.664291,1.886109,5.111459
18,3058,0.641557,1.741882,3.778606
17,2974,0.594024,1.696675,4.807268
17,2974,0.594313,1.650488,4.330361
17,2974,0.553397,1.585421,3.743366
17,2974,0.547742,1.581033,3.507542
17,2974,1.176168,1.945824,3.589250
18,3155,0.761859,2.050797,5.573764
18,3046,0.743718,1.989105,4.998014
18,3046,0.681021,1.836224,4.127226
18,3046,0.711164,1.825779,3.860135
18,3046,1.410344,1.699942,3.671730
18,3046,0.596649,1.609225,2.829471
18,3046,0.565770,1.545336,2.723930
18,3130,0.646280,1.927709,5.619347
19,3196,0.843590,2.195906,4.294535
16,2954,0.698478,2.054319,4.112195
16,2954,0.644378,1.836615,3.242917
16,2954,0.525073,1.647050,3.107111
17,3020,0.526738,1.517938,2.654945
18,3133,0.729847,2.106190,4.910587
19,3228,0.658165,1.857790,3.650076
19,3228,0.616103,1.802272,3.474098
19,3228,0.573283,1.618869,2.735243
17,3067,0.510047,1.522606,2.513191
16,2981,0.684600,2.244049,4.169622
14,2878,0.840482,1.790404,2.945250
17,3055,0.609658,1.499565,2.375324
17,3055,0.511990,1.303847,2.019662
18,3068,0.540614,1.341539,3.253187
13,2618,0.556639,1.366978,2.638950
40,6093,2.528434,5.634611,4.662765
59,8548,2.853782,5.572791,4.824103
59,8548,3.662804,57.050453,4.731216
55,8220,2.204442,5.664172,3.903857
50,7524,1.769509,5.099934,3.760281
48,7329,1.571818,4.730497,3.292110
53,8025,1.892307,5.052199,3.810611
49,7465,1.832633,5.589198,3.491813
48,7393,1.563775,4.641204,4.023436
54,8129,23.750396,9.762916,4.737578
55,8356,2.418993,6.127854,6.586583
48,7432,3.029055,9.280848,8.412685
48,7415,2.448830,8.705623,5.273884
48,7415,2.464024,9.857855,5.036715
46,7073,2.117956,9.291236,4.711934
47,7492,2.164269,5.864076,3.798570
47,7244,1.952915,6.153047,4.108180
47,7224,3.118262,6.198337,4.413136
47,7224,3.913151,8.544281,4.883307
47,7224,1.839338,4.731995,3.961004
48,7620,1.980095,5.511932,5.248116
48,7214,1.879779,5.072624,5.069880
48,7213,1.991787,5.402632,4.135647
48,7213,2.181324,5.024617,4.208192
48,7213,1.942001,4.632360,3.635774
48,7213,1.648438,4.300992,3.649351
47,7039,1.859884,4.545899,3.515788
49,7475,2.083813,5.598850,6.649043
49,7387,1.902702,5.159353,5.419550
49,7387,2.264566,5.546997,4.335687
50,7718,2.208674,6.103492,6.431255
50,7423,2.094522,6.080980,5.947364
50,7390,1.775933,5.189437,4.924972
51,7567,1.832361,4.760859,5.757966
51,7342,1.915205,5.017600,5.128693
51,7285,2.287597,6.282487,6.400743
52,7564,2.130770,5.131358,5.404349
52,7536,1.926912,5.212110,6.657613
52,7395,2.427752,5.710706,5.499552
52,7395,2.319563,5.571119,4.789289
52,7395,2.321053,5.448071,4.415165
52,7395,2.278310,5.280172,4.429640
52,7395,3.088753,4.642837,3.667910
53,7785,3.311247,4.928470,4.788673
52,7325,2.170518,5.311587,4.277529
52,7426,1.883375,5.012197,4.403089
53,7611,2.122619,4.930397,4.862339
49,6902,2.147021,4.904287,4.360337
53,7541,2.751901,4.995301,4.614812
53,7541,2.070580,4.851397,4.213018
54,7928,2.171764,5.010124,5.169284
54,7697,2.107829,5.245537,5.353347
54,7690,2.239614,5.347157,4.575830
54,7667,2.173672,5.460517,4.843501
54,7667,2.360932,5.355240,4.620714
54,7667,2.285644,5.596283,5.197520
53,7481,2.104195,5.670232,4.938271
52,7332,3.041872,6.249715,6.093656
54,7667,2.432606,4.749671,4.738713
50,7021,1.510771,3.932841,5.324541
54,7501,2.660125,6.765241,7.314329
56,7868,2.796983,6.934433,6.114017
49,6892,1.677208,4.321195,6.120486
51,7126,2.335430,5.289976,7.051950
54,7313,3.845234,10.271408,10.869025
56,7652,3.049576,6.914238,8.434470
58,8058,3.432669,9.355730,9.394091
54,7381,2.289407,6.001114,8.582105
57,7549,3.182221,7.309409,7.642011
59,7792,3.630984,8.294696,8.443954
55,7300,2.762217,6.142826,7.232250
54,7170,2.776387,4.585582,4.875458
54,7170,1.747777,3.776031,5.498236
53,6990,2.114304,3.546610,4.920734
58,7526,1.773772,3.252362,4.385593
49,6828,1.436209,2.878116,4.327891
57,7431,2.173254,3.561214,3.352676
53,7213,2.186054,3.106918,2.282330
55,7175,1.770222,3.899810,4.219960
58,7604,2.504895,4.004904,3.297701
52,6822,1.950074,4.130844,2.680494
47,6819,1.810056,3.257714,3.956233
47,6535,1.838749,3.767029,3.223062
53,7146,1.869730,2.868102,1.665265
58,7955,2.238711,3.344783,2.837997
59,7840,2.083763,3.792074,2.586131
58,7634,1.836453,3.740086,3.203020
56,7643,2.112032,2.930022,2.966452
